study	sample	body_site	country
LeChatelierE_2013	MH0080	Stool	Denmark
LeChatelierE_2013	MH0081	Stool	Denmark
LeChatelierE_2013	MH0082	Stool	Denmark
LeChatelierE_2013	MH0083	Stool	Denmark
LeChatelierE_2013	MH0084	Stool	Denmark
LeChatelierE_2013	MH0085	Stool	Denmark
LeChatelierE_2013	MH0086	Stool	Denmark
LeChatelierE_2013	MH0087	Stool	Denmark
LeChatelierE_2013	MH0088	Stool	Denmark
LeChatelierE_2013	MH0089	Stool	Denmark
LeChatelierE_2013	MH0090	Stool	Denmark
LeChatelierE_2013	MH0091	Stool	Denmark
LeChatelierE_2013	MH0092	Stool	Denmark
LeChatelierE_2013	MH0093	Stool	Denmark
LeChatelierE_2013	MH0094	Stool	Denmark
LeChatelierE_2013	MH0095	Stool	Denmark
LeChatelierE_2013	MH0096	Stool	Denmark
LeChatelierE_2013	MH0097	Stool	Denmark
LeChatelierE_2013	MH0098	Stool	Denmark
LeChatelierE_2013	MH0099	Stool	Denmark
LeChatelierE_2013	MH0100	Stool	Denmark
LeChatelierE_2013	MH0101	Stool	Denmark
LeChatelierE_2013	MH0102	Stool	Denmark
LeChatelierE_2013	MH0103	Stool	Denmark
LeChatelierE_2013	MH0104	Stool	Denmark
LeChatelierE_2013	MH0105	Stool	Denmark
LeChatelierE_2013	MH0106	Stool	Denmark
LeChatelierE_2013	MH0107	Stool	Denmark
LeChatelierE_2013	MH0108	Stool	Denmark
LeChatelierE_2013	MH0109	Stool	Denmark
LeChatelierE_2013	MH0110	Stool	Denmark
LeChatelierE_2013	MH0111	Stool	Denmark
LeChatelierE_2013	MH0113	Stool	Denmark
LeChatelierE_2013	MH0114	Stool	Denmark
LeChatelierE_2013	MH0115	Stool	Denmark
LeChatelierE_2013	MH0116	Stool	Denmark
LeChatelierE_2013	MH0117	Stool	Denmark
LeChatelierE_2013	MH0118	Stool	Denmark
LeChatelierE_2013	MH0119	Stool	Denmark
LeChatelierE_2013	MH0120	Stool	Denmark
LeChatelierE_2013	MH0121	Stool	Denmark
LeChatelierE_2013	MH0122	Stool	Denmark
LeChatelierE_2013	MH0123	Stool	Denmark
LeChatelierE_2013	MH0124	Stool	Denmark
LeChatelierE_2013	MH0125	Stool	Denmark
LeChatelierE_2013	MH0126	Stool	Denmark
LeChatelierE_2013	MH0127	Stool	Denmark
LeChatelierE_2013	MH0128	Stool	Denmark
LeChatelierE_2013	MH0129	Stool	Denmark
LeChatelierE_2013	MH0130	Stool	Denmark
LeChatelierE_2013	MH0131	Stool	Denmark
LeChatelierE_2013	MH0132	Stool	Denmark
LeChatelierE_2013	MH0133	Stool	Denmark
LeChatelierE_2013	MH0134	Stool	Denmark
LeChatelierE_2013	MH0135	Stool	Denmark
LeChatelierE_2013	MH0136	Stool	Denmark
LeChatelierE_2013	MH0137	Stool	Denmark
LeChatelierE_2013	MH0138	Stool	Denmark
LeChatelierE_2013	MH0139	Stool	Denmark
LeChatelierE_2013	MH0140	Stool	Denmark
LeChatelierE_2013	MH0141	Stool	Denmark
LeChatelierE_2013	MH0142	Stool	Denmark
LeChatelierE_2013	MH0143	Stool	Denmark
LeChatelierE_2013	MH0144	Stool	Denmark
LeChatelierE_2013	MH0145	Stool	Denmark
LeChatelierE_2013	MH0146	Stool	Denmark
LeChatelierE_2013	MH0147	Stool	Denmark
LeChatelierE_2013	MH0148	Stool	Denmark
LeChatelierE_2013	MH0149	Stool	Denmark
LeChatelierE_2013	MH0150	Stool	Denmark
LeChatelierE_2013	MH0151	Stool	Denmark
LeChatelierE_2013	MH0152	Stool	Denmark
LeChatelierE_2013	MH0153	Stool	Denmark
LeChatelierE_2013	MH0154	Stool	Denmark
LeChatelierE_2013	MH0155	Stool	Denmark
LeChatelierE_2013	MH0156	Stool	Denmark
LeChatelierE_2013	MH0157	Stool	Denmark
LeChatelierE_2013	MH0158	Stool	Denmark
LeChatelierE_2013	MH0159	Stool	Denmark
LeChatelierE_2013	MH0160	Stool	Denmark
LeChatelierE_2013	MH0161	Stool	Denmark
LeChatelierE_2013	MH0162	Stool	Denmark
LeChatelierE_2013	MH0163	Stool	Denmark
LeChatelierE_2013	MH0164	Stool	Denmark
LeChatelierE_2013	MH0165	Stool	Denmark
LeChatelierE_2013	MH0166	Stool	Denmark
LeChatelierE_2013	MH0167	Stool	Denmark
LeChatelierE_2013	MH0168	Stool	Denmark
LeChatelierE_2013	MH0169	Stool	Denmark
LeChatelierE_2013	MH0170	Stool	Denmark
LeChatelierE_2013	MH0172	Stool	Denmark
LeChatelierE_2013	MH0173	Stool	Denmark
LeChatelierE_2013	MH0174	Stool	Denmark
LeChatelierE_2013	MH0175	Stool	Denmark
LeChatelierE_2013	MH0176	Stool	Denmark
LeChatelierE_2013	MH0177	Stool	Denmark
LeChatelierE_2013	MH0178	Stool	Denmark
LeChatelierE_2013	MH0179	Stool	Denmark
LeChatelierE_2013	MH0180	Stool	Denmark
LeChatelierE_2013	MH0181	Stool	Denmark
LeChatelierE_2013	MH0182	Stool	Denmark
LeChatelierE_2013	MH0183	Stool	Denmark
LeChatelierE_2013	MH0184	Stool	Denmark
LeChatelierE_2013	MH0185	Stool	Denmark
LeChatelierE_2013	MH0186	Stool	Denmark
LeChatelierE_2013	MH0187	Stool	Denmark
LeChatelierE_2013	MH0188	Stool	Denmark
LeChatelierE_2013	MH0189	Stool	Denmark
LeChatelierE_2013	MH0191	Stool	Denmark
LeChatelierE_2013	MH0193	Stool	Denmark
LeChatelierE_2013	MH0195	Stool	Denmark
LeChatelierE_2013	MH0196	Stool	Denmark
LeChatelierE_2013	MH0197	Stool	Denmark
LeChatelierE_2013	MH0198	Stool	Denmark
LeChatelierE_2013	MH0199	Stool	Denmark
LeChatelierE_2013	MH0200	Stool	Denmark
LeChatelierE_2013	MH0203	Stool	Denmark
LeChatelierE_2013	MH0204	Stool	Denmark
LeChatelierE_2013	MH0205	Stool	Denmark
LeChatelierE_2013	MH0206	Stool	Denmark
LeChatelierE_2013	MH0211	Stool	Denmark
LeChatelierE_2013	MH0212	Stool	Denmark
LeChatelierE_2013	MH0217	Stool	Denmark
LeChatelierE_2013	MH0220	Stool	Denmark
LeChatelierE_2013	MH0224	Stool	Denmark
LeChatelierE_2013	MH0227	Stool	Denmark
LeChatelierE_2013	MH0229	Stool	Denmark
LeChatelierE_2013	MH0230	Stool	Denmark
LeChatelierE_2013	MH0233	Stool	Denmark
LeChatelierE_2013	MH0236	Stool	Denmark
LeChatelierE_2013	MH0239	Stool	Denmark
LeChatelierE_2013	MH0243	Stool	Denmark
LeChatelierE_2013	MH0244	Stool	Denmark
LeChatelierE_2013	MH0247	Stool	Denmark
LeChatelierE_2013	MH0250	Stool	Denmark
LeChatelierE_2013	MH0251	Stool	Denmark
LeChatelierE_2013	MH0253	Stool	Denmark
LeChatelierE_2013	MH0257	Stool	Denmark
LeChatelierE_2013	MH0267	Stool	Denmark
LeChatelierE_2013	MH0272	Stool	Denmark
LeChatelierE_2013	MH0274	Stool	Denmark
LeChatelierE_2013	MH0275	Stool	Denmark
LeChatelierE_2013	MH0276	Stool	Denmark
LeChatelierE_2013	MH0277	Stool	Denmark
LeChatelierE_2013	MH0286	Stool	Denmark
LeChatelierE_2013	MH0287	Stool	Denmark
LeChatelierE_2013	MH0288	Stool	Denmark
LeChatelierE_2013	MH0289	Stool	Denmark
LeChatelierE_2013	MH0292	Stool	Denmark
LeChatelierE_2013	MH0302	Stool	Denmark
LeChatelierE_2013	MH0305	Stool	Denmark
LeChatelierE_2013	MH0307	Stool	Denmark
LeChatelierE_2013	MH0313	Stool	Denmark
LeChatelierE_2013	MH0316	Stool	Denmark
LeChatelierE_2013	MH0318	Stool	Denmark
LeChatelierE_2013	MH0321	Stool	Denmark
LeChatelierE_2013	MH0322	Stool	Denmark
LeChatelierE_2013	MH0333	Stool	Denmark
LeChatelierE_2013	MH0403	Stool	Denmark
LeChatelierE_2013	MH0404	Stool	Denmark
LeChatelierE_2013	MH0405	Stool	Denmark
LeChatelierE_2013	MH0406	Stool	Denmark
LeChatelierE_2013	MH0407	Stool	Denmark
LeChatelierE_2013	MH0408	Stool	Denmark
LeChatelierE_2013	MH0409	Stool	Denmark
LeChatelierE_2013	MH0410	Stool	Denmark
LeChatelierE_2013	MH0411	Stool	Denmark
LeChatelierE_2013	MH0412	Stool	Denmark
LeChatelierE_2013	MH0413	Stool	Denmark
LeChatelierE_2013	MH0414	Stool	Denmark
LeChatelierE_2013	MH0415	Stool	Denmark
LeChatelierE_2013	MH0416	Stool	Denmark
LeChatelierE_2013	MH0417	Stool	Denmark
LeChatelierE_2013	MH0418	Stool	Denmark
LeChatelierE_2013	MH0419	Stool	Denmark
LeChatelierE_2013	MH0420	Stool	Denmark
LeChatelierE_2013	MH0421	Stool	Denmark
LeChatelierE_2013	MH0422	Stool	Denmark
LeChatelierE_2013	MH0423	Stool	Denmark
LeChatelierE_2013	MH0424	Stool	Denmark
LeChatelierE_2013	MH0425	Stool	Denmark
LeChatelierE_2013	MH0426	Stool	Denmark
LeChatelierE_2013	MH0427	Stool	Denmark
LeChatelierE_2013	MH0428	Stool	Denmark
LeChatelierE_2013	MH0429	Stool	Denmark
LeChatelierE_2013	MH0430	Stool	Denmark
LeChatelierE_2013	MH0431	Stool	Denmark
LeChatelierE_2013	MH0432	Stool	Denmark
LeChatelierE_2013	MH0433	Stool	Denmark
LeChatelierE_2013	MH0434	Stool	Denmark
LeChatelierE_2013	MH0435	Stool	Denmark
LeChatelierE_2013	MH0436	Stool	Denmark
LeChatelierE_2013	MH0437	Stool	Denmark
LeChatelierE_2013	MH0438	Stool	Denmark
LeChatelierE_2013	MH0439	Stool	Denmark
LeChatelierE_2013	MH0440	Stool	Denmark
LeChatelierE_2013	MH0441	Stool	Denmark
LeChatelierE_2013	MH0442	Stool	Denmark
LeChatelierE_2013	MH0443	Stool	Denmark
LeChatelierE_2013	MH0444	Stool	Denmark
LeChatelierE_2013	MH0445	Stool	Denmark
LeChatelierE_2013	MH0446	Stool	Denmark
LeChatelierE_2013	MH0447	Stool	Denmark
LeChatelierE_2013	MH0448	Stool	Denmark
LeChatelierE_2013	MH0450	Stool	Denmark
LeChatelierE_2013	MH0451	Stool	Denmark
LeChatelierE_2013	MH0452	Stool	Denmark
LeChatelierE_2013	MH0453	Stool	Denmark
LeChatelierE_2013	MH0454	Stool	Denmark
LeChatelierE_2013	MH0455	Stool	Denmark
LeChatelierE_2013	MH0456	Stool	Denmark
LeChatelierE_2013	MH0457	Stool	Denmark
LeChatelierE_2013	MH0458	Stool	Denmark
LeChatelierE_2013	MH0462	Stool	Denmark
LiJ_2014	MH0192	Stool	Denmark
LiJ_2014	MH0221	Stool	Denmark
LiJ_2014	MH0222	Stool	Denmark
LiJ_2014	MH0234	Stool	Denmark
LiJ_2014	MH0238	Stool	Denmark
LiJ_2014	MH0245	Stool	Denmark
LiJ_2014	MH0246	Stool	Denmark
LiJ_2014	MH0252	Stool	Denmark
LiJ_2014	MH0259	Stool	Denmark
LiJ_2014	MH0260	Stool	Denmark
LiJ_2014	MH0261	Stool	Denmark
LiJ_2014	MH0262	Stool	Denmark
LiJ_2014	MH0264	Stool	Denmark
LiJ_2014	MH0265	Stool	Denmark
LiJ_2014	MH0266	Stool	Denmark
LiJ_2014	MH0268	Stool	Denmark
LiJ_2014	MH0270	Stool	Denmark
LiJ_2014	MH0271	Stool	Denmark
LiJ_2014	MH0280	Stool	Denmark
LiJ_2014	MH0281	Stool	Denmark
LiJ_2014	MH0283	Stool	Denmark
LiJ_2014	MH0284	Stool	Denmark
LiJ_2014	MH0290	Stool	Denmark
LiJ_2014	MH0293	Stool	Denmark
LiJ_2014	MH0297	Stool	Denmark
LiJ_2014	MH0298	Stool	Denmark
LiJ_2014	MH0299	Stool	Denmark
LiJ_2014	MH0301	Stool	Denmark
LiJ_2014	MH0303	Stool	Denmark
LiJ_2014	MH0308	Stool	Denmark
LiJ_2014	MH0309	Stool	Denmark
LiJ_2014	MH0310	Stool	Denmark
LiJ_2014	MH0311	Stool	Denmark
LiJ_2014	MH0314	Stool	Denmark
LiJ_2014	MH0315	Stool	Denmark
LiJ_2014	MH0319	Stool	Denmark
LiJ_2014	MH0323	Stool	Denmark
LiJ_2014	MH0325	Stool	Denmark
LiJ_2014	MH0326	Stool	Denmark
LiJ_2014	MH0327	Stool	Denmark
LiJ_2014	MH0328	Stool	Denmark
LiJ_2014	MH0329	Stool	Denmark
LiJ_2014	MH0330	Stool	Denmark
LiJ_2014	MH0332	Stool	Denmark
LiJ_2014	MH0334	Stool	Denmark
LiJ_2014	MH0335	Stool	Denmark
LiJ_2014	MH0336	Stool	Denmark
LiJ_2014	MH0337	Stool	Denmark
LiJ_2014	MH0338	Stool	Denmark
LiJ_2014	MH0339	Stool	Denmark
LiJ_2014	MH0340	Stool	Denmark
LiJ_2014	MH0341	Stool	Denmark
LiJ_2014	MH0342	Stool	Denmark
LiJ_2014	MH0343	Stool	Denmark
LiJ_2014	MH0345	Stool	Denmark
LiJ_2014	MH0346	Stool	Denmark
LiJ_2014	MH0347	Stool	Denmark
LiJ_2014	MH0348	Stool	Denmark
LiJ_2014	MH0349	Stool	Denmark
LiJ_2014	MH0350	Stool	Denmark
LiJ_2014	MH0351	Stool	Denmark
LiJ_2014	MH0354	Stool	Denmark
LiJ_2014	MH0355	Stool	Denmark
LiJ_2014	MH0356	Stool	Denmark
LiJ_2014	MH0357	Stool	Denmark
LiJ_2014	MH0358	Stool	Denmark
LiJ_2014	MH0359	Stool	Denmark
LiJ_2014	MH0360	Stool	Denmark
LiJ_2014	MH0361	Stool	Denmark
LiJ_2014	MH0362	Stool	Denmark
LiJ_2014	MH0363	Stool	Denmark
LiJ_2014	MH0364	Stool	Denmark
LiJ_2014	MH0365	Stool	Denmark
LiJ_2014	MH0366	Stool	Denmark
LiJ_2014	MH0367	Stool	Denmark
LiJ_2014	MH0368	Stool	Denmark
LiJ_2014	MH0369	Stool	Denmark
LiJ_2014	MH0370	Stool	Denmark
LiJ_2014	MH0371	Stool	Denmark
LiJ_2014	MH0372	Stool	Denmark
LiJ_2014	MH0373	Stool	Denmark
LiJ_2014	MH0374	Stool	Denmark
LiJ_2014	MH0375	Stool	Denmark
LiJ_2014	MH0376	Stool	Denmark
LiJ_2014	MH0377	Stool	Denmark
LiJ_2014	MH0378	Stool	Denmark
LiJ_2014	MH0379	Stool	Denmark
LiJ_2014	MH0381	Stool	Denmark
LiJ_2014	MH0382	Stool	Denmark
LiJ_2014	MH0383	Stool	Denmark
LiJ_2014	MH0384	Stool	Denmark
LiJ_2014	MH0385	Stool	Denmark
LiJ_2014	MH0386	Stool	Denmark
LiJ_2014	MH0387	Stool	Denmark
LiJ_2014	MH0388	Stool	Denmark
LiJ_2014	MH0389	Stool	Denmark
LiJ_2014	MH0390	Stool	Denmark
LiJ_2014	MH0391	Stool	Denmark
LiJ_2014	MH0392	Stool	Denmark
LiJ_2014	MH0393	Stool	Denmark
LiJ_2014	MH0394	Stool	Denmark
LiJ_2014	MH0395	Stool	Denmark
LiJ_2014	MH0396	Stool	Denmark
LiJ_2014	MH0397	Stool	Denmark
LiJ_2014	MH0398	Stool	Denmark
LiJ_2014	MH0399	Stool	Denmark
LiJ_2014	MH0400	Stool	Denmark
LiJ_2014	MH0401	Stool	Denmark
LiJ_2014	MH0402	Stool	Denmark
NielsenHB_2014	MH0001	Stool	Denmark
NielsenHB_2014	MH0002	Stool	Denmark
NielsenHB_2014	MH0003	Stool	Denmark
NielsenHB_2014	MH0004	Stool	Denmark
NielsenHB_2014	MH0005	Stool	Denmark
NielsenHB_2014	MH0006	Stool	Denmark
NielsenHB_2014	MH0007	Stool	Denmark
NielsenHB_2014	MH0008	Stool	Denmark
NielsenHB_2014	MH0009	Stool	Denmark
NielsenHB_2014	MH0010	Stool	Denmark
NielsenHB_2014	MH0011	Stool	Denmark
NielsenHB_2014	MH0012	Stool	Denmark
NielsenHB_2014	MH0013	Stool	Denmark
NielsenHB_2014	MH0014	Stool	Denmark
NielsenHB_2014	MH0015	Stool	Denmark
NielsenHB_2014	MH0016	Stool	Denmark
NielsenHB_2014	MH0017	Stool	Denmark
NielsenHB_2014	MH0018	Stool	Denmark
NielsenHB_2014	MH0019	Stool	Denmark
NielsenHB_2014	MH0020	Stool	Denmark
NielsenHB_2014	MH0021	Stool	Denmark
NielsenHB_2014	MH0022	Stool	Denmark
NielsenHB_2014	MH0023	Stool	Denmark
NielsenHB_2014	MH0024	Stool	Denmark
NielsenHB_2014	MH0025	Stool	Denmark
NielsenHB_2014	MH0026	Stool	Denmark
NielsenHB_2014	MH0027	Stool	Denmark
NielsenHB_2014	MH0028	Stool	Denmark
NielsenHB_2014	MH0030	Stool	Denmark
NielsenHB_2014	MH0031	Stool	Denmark
NielsenHB_2014	MH0032	Stool	Denmark
NielsenHB_2014	MH0033	Stool	Denmark
NielsenHB_2014	MH0034	Stool	Denmark
NielsenHB_2014	MH0035	Stool	Denmark
NielsenHB_2014	MH0036	Stool	Denmark
NielsenHB_2014	MH0037	Stool	Denmark
NielsenHB_2014	MH0038	Stool	Denmark
NielsenHB_2014	MH0039	Stool	Denmark
NielsenHB_2014	MH0040	Stool	Denmark
NielsenHB_2014	MH0041	Stool	Denmark
NielsenHB_2014	MH0042	Stool	Denmark
NielsenHB_2014	MH0043	Stool	Denmark
NielsenHB_2014	MH0044	Stool	Denmark
NielsenHB_2014	MH0045	Stool	Denmark
NielsenHB_2014	MH0046	Stool	Denmark
NielsenHB_2014	MH0047	Stool	Denmark
NielsenHB_2014	MH0048	Stool	Denmark
NielsenHB_2014	MH0049	Stool	Denmark
NielsenHB_2014	MH0050	Stool	Denmark
NielsenHB_2014	MH0051	Stool	Denmark
NielsenHB_2014	MH0052	Stool	Denmark
NielsenHB_2014	MH0053	Stool	Denmark
NielsenHB_2014	MH0054	Stool	Denmark
NielsenHB_2014	MH0055	Stool	Denmark
NielsenHB_2014	MH0056	Stool	Denmark
NielsenHB_2014	MH0057	Stool	Denmark
NielsenHB_2014	MH0058	Stool	Denmark
NielsenHB_2014	MH0059	Stool	Denmark
NielsenHB_2014	MH0060	Stool	Denmark
NielsenHB_2014	MH0061	Stool	Denmark
NielsenHB_2014	MH0062	Stool	Denmark
NielsenHB_2014	MH0063	Stool	Denmark
NielsenHB_2014	MH0064	Stool	Denmark
NielsenHB_2014	MH0065	Stool	Denmark
NielsenHB_2014	MH0066	Stool	Denmark
NielsenHB_2014	MH0067	Stool	Denmark
NielsenHB_2014	MH0068	Stool	Denmark
NielsenHB_2014	MH0069	Stool	Denmark
NielsenHB_2014	MH0070	Stool	Denmark
NielsenHB_2014	MH0071	Stool	Denmark
NielsenHB_2014	MH0072	Stool	Denmark
NielsenHB_2014	MH0073	Stool	Denmark
NielsenHB_2014	MH0074	Stool	Denmark
NielsenHB_2014	MH0075	Stool	Denmark
NielsenHB_2014	MH0076	Stool	Denmark
NielsenHB_2014	MH0077	Stool	Denmark
NielsenHB_2014	MH0078	Stool	Denmark
NielsenHB_2014	MH0079	Stool	Denmark
NielsenHB_2014	MH0080	Stool	Denmark
NielsenHB_2014	MH0081	Stool	Denmark
NielsenHB_2014	MH0082	Stool	Denmark
NielsenHB_2014	MH0083	Stool	Denmark
NielsenHB_2014	MH0084	Stool	Denmark
NielsenHB_2014	MH0085	Stool	Denmark
NielsenHB_2014	MH0086	Stool	Denmark
NielsenHB_2014	MH0087	Stool	Denmark
NielsenHB_2014	MH0088	Stool	Denmark
NielsenHB_2014	MH0089	Stool	Denmark
NielsenHB_2014	MH0090	Stool	Denmark
NielsenHB_2014	MH0091	Stool	Denmark
NielsenHB_2014	MH0092	Stool	Denmark
NielsenHB_2014	MH0093	Stool	Denmark
NielsenHB_2014	MH0094	Stool	Denmark
NielsenHB_2014	MH0095	Stool	Denmark
NielsenHB_2014	MH0096	Stool	Denmark
NielsenHB_2014	MH0097	Stool	Denmark
NielsenHB_2014	MH0098	Stool	Denmark
NielsenHB_2014	MH0099	Stool	Denmark
NielsenHB_2014	MH0100	Stool	Denmark
NielsenHB_2014	MH0101	Stool	Denmark
NielsenHB_2014	MH0102	Stool	Denmark
NielsenHB_2014	MH0103	Stool	Denmark
NielsenHB_2014	MH0104	Stool	Denmark
NielsenHB_2014	MH0105	Stool	Denmark
NielsenHB_2014	MH0106	Stool	Denmark
NielsenHB_2014	MH0107	Stool	Denmark
NielsenHB_2014	MH0109	Stool	Denmark
NielsenHB_2014	MH0110	Stool	Denmark
NielsenHB_2014	MH0111	Stool	Denmark
NielsenHB_2014	MH0113	Stool	Denmark
NielsenHB_2014	MH0114	Stool	Denmark
NielsenHB_2014	MH0115	Stool	Denmark
NielsenHB_2014	MH0116	Stool	Denmark
NielsenHB_2014	MH0117	Stool	Denmark
NielsenHB_2014	MH0118	Stool	Denmark
NielsenHB_2014	MH0120	Stool	Denmark
NielsenHB_2014	MH0121	Stool	Denmark
NielsenHB_2014	MH0122	Stool	Denmark
NielsenHB_2014	MH0123	Stool	Denmark
NielsenHB_2014	MH0124	Stool	Denmark
NielsenHB_2014	MH0125	Stool	Denmark
NielsenHB_2014	MH0126	Stool	Denmark
NielsenHB_2014	MH0127	Stool	Denmark
NielsenHB_2014	MH0128	Stool	Denmark
NielsenHB_2014	MH0129	Stool	Denmark
NielsenHB_2014	MH0130	Stool	Denmark
NielsenHB_2014	MH0132	Stool	Denmark
NielsenHB_2014	MH0133	Stool	Denmark
NielsenHB_2014	MH0134	Stool	Denmark
NielsenHB_2014	MH0135	Stool	Denmark
NielsenHB_2014	MH0136	Stool	Denmark
NielsenHB_2014	MH0137	Stool	Denmark
NielsenHB_2014	MH0138	Stool	Denmark
NielsenHB_2014	MH0139	Stool	Denmark
NielsenHB_2014	MH0140	Stool	Denmark
NielsenHB_2014	MH0141	Stool	Denmark
NielsenHB_2014	MH0142	Stool	Denmark
NielsenHB_2014	MH0143	Stool	Denmark
NielsenHB_2014	MH0144	Stool	Denmark
NielsenHB_2014	MH0145	Stool	Denmark
NielsenHB_2014	MH0146	Stool	Denmark
NielsenHB_2014	MH0147	Stool	Denmark
NielsenHB_2014	MH0148	Stool	Denmark
NielsenHB_2014	MH0149	Stool	Denmark
NielsenHB_2014	MH0151	Stool	Denmark
NielsenHB_2014	MH0152	Stool	Denmark
NielsenHB_2014	MH0153	Stool	Denmark
NielsenHB_2014	MH0154	Stool	Denmark
NielsenHB_2014	MH0155	Stool	Denmark
NielsenHB_2014	MH0156	Stool	Denmark
NielsenHB_2014	MH0157	Stool	Denmark
NielsenHB_2014	MH0158	Stool	Denmark
NielsenHB_2014	MH0159	Stool	Denmark
NielsenHB_2014	MH0160	Stool	Denmark
NielsenHB_2014	MH0162	Stool	Denmark
NielsenHB_2014	MH0163	Stool	Denmark
NielsenHB_2014	MH0164	Stool	Denmark
NielsenHB_2014	MH0165	Stool	Denmark
NielsenHB_2014	MH0166	Stool	Denmark
NielsenHB_2014	MH0167	Stool	Denmark
NielsenHB_2014	MH0168	Stool	Denmark
NielsenHB_2014	MH0169	Stool	Denmark
NielsenHB_2014	MH0170	Stool	Denmark
NielsenHB_2014	MH0172	Stool	Denmark
NielsenHB_2014	MH0173	Stool	Denmark
NielsenHB_2014	MH0174	Stool	Denmark
NielsenHB_2014	MH0175	Stool	Denmark
NielsenHB_2014	MH0177	Stool	Denmark
NielsenHB_2014	MH0178	Stool	Denmark
NielsenHB_2014	MH0179	Stool	Denmark
NielsenHB_2014	MH0180	Stool	Denmark
NielsenHB_2014	MH0181	Stool	Denmark
NielsenHB_2014	MH0182	Stool	Denmark
NielsenHB_2014	MH0183	Stool	Denmark
NielsenHB_2014	MH0184	Stool	Denmark
NielsenHB_2014	MH0185	Stool	Denmark
NielsenHB_2014	MH0186	Stool	Denmark
LiJ_2014	O2.CD1-0	Stool	Spain
LiJ_2014	O2.CD1-0-PT	Stool	Spain
LiJ_2014	O2.CD2-0	Stool	Spain
LiJ_2014	O2.CD2-0-PT	Stool	Spain
LiJ_2014	O2.CD3-0-PT	Stool	Spain
LiJ_2014	O2.UC1-1	Stool	Spain
LiJ_2014	O2.UC11-1	Stool	Spain
LiJ_2014	O2.UC12-1	Stool	Spain
LiJ_2014	O2.UC13-1	Stool	Spain
LiJ_2014	O2.UC14-1	Stool	Spain
LiJ_2014	O2.UC15-0	Stool	Spain
LiJ_2014	O2.UC15-1	Stool	Spain
LiJ_2014	O2.UC15-2	Stool	Spain
LiJ_2014	O2.UC16-1	Stool	Spain
LiJ_2014	O2.UC17-1	Stool	Spain
LiJ_2014	O2.UC18-1	Stool	Spain
LiJ_2014	O2.UC19-1	Stool	Spain
LiJ_2014	O2.UC20-1	Stool	Spain
LiJ_2014	O2.UC2-1	Stool	Spain
LiJ_2014	O2.UC21-1	Stool	Spain
LiJ_2014	O2.UC22-1	Stool	Spain
LiJ_2014	O2.UC23-1	Stool	Spain
LiJ_2014	O2.UC24-1	Stool	Spain
LiJ_2014	O2.UC26-1	Stool	Spain
LiJ_2014	O2.UC27-1	Stool	Spain
LiJ_2014	O2.UC28-0	Stool	Spain
LiJ_2014	O2.UC28-1	Stool	Spain
LiJ_2014	O2.UC28-2	Stool	Spain
LiJ_2014	O2.UC29-1	Stool	Spain
LiJ_2014	O2.UC30-1	Stool	Spain
LiJ_2014	O2.UC3-1	Stool	Spain
LiJ_2014	O2.UC31-1	Stool	Spain
LiJ_2014	O2.UC32-1	Stool	Spain
LiJ_2014	O2.UC35-1	Stool	Spain
LiJ_2014	O2.UC36-0	Stool	Spain
LiJ_2014	O2.UC36-1	Stool	Spain
LiJ_2014	O2.UC37-1	Stool	Spain
LiJ_2014	O2.UC38-1	Stool	Spain
LiJ_2014	O2.UC40-1	Stool	Spain
LiJ_2014	O2.UC4-1	Stool	Spain
LiJ_2014	O2.UC41-1	Stool	Spain
LiJ_2014	O2.UC43-1	Stool	Spain
LiJ_2014	O2.UC44-1	Stool	Spain
LiJ_2014	O2.UC46-1	Stool	Spain
LiJ_2014	O2.UC47-1	Stool	Spain
LiJ_2014	O2.UC48-1	Stool	Spain
LiJ_2014	O2.UC5-1	Stool	Spain
LiJ_2014	O2.UC6-0	Stool	Spain
LiJ_2014	O2.UC6-1	Stool	Spain
LiJ_2014	O2.UC6-2	Stool	Spain
LiJ_2014	O2.UC7-0	Stool	Spain
LiJ_2014	O2.UC7-1	Stool	Spain
LiJ_2014	O2.UC8-0	Stool	Spain
LiJ_2014	O2.UC8-1	Stool	Spain
LiJ_2014	O2.UC8-2	Stool	Spain
LiJ_2014	O2.UC9-1	Stool	Spain
LiJ_2014	V1.CD1-0-PN	Stool	Spain
LiJ_2014	V1.CD1-0-PT	Stool	Spain
LiJ_2014	V1.CD12-3	Stool	Spain
LiJ_2014	V1.CD1-3-PN	Stool	Spain
LiJ_2014	V1.CD20-0	Stool	Spain
LiJ_2014	V1.CD2-0-PN	Stool	Spain
LiJ_2014	V1.CD2-0-PT	Stool	Spain
LiJ_2014	V1.CD3-0-PN	Stool	Spain
LiJ_2014	V1.CD3-0-PT	Stool	Spain
LiJ_2014	V1.CD32-0	Stool	Spain
LiJ_2014	V1.CD32-4	Stool	Spain
LiJ_2014	V1.CD3-3-PN	Stool	Spain
LiJ_2014	V1.CD37-4	Stool	Spain
LiJ_2014	V1.CD40-0	Stool	Spain
LiJ_2014	V1.CD4-0-PN	Stool	Spain
LiJ_2014	V1.CD4-0-PT	Stool	Spain
LiJ_2014	V1.CD43-0	Stool	Spain
LiJ_2014	V1.CD44-0	Stool	Spain
LiJ_2014	V1.CD44-4	Stool	Spain
LiJ_2014	V1.CD45-0	Stool	Spain
LiJ_2014	V1.CD46-0	Stool	Spain
LiJ_2014	V1.CD48-0	Stool	Spain
