sampleID	NCBI_accession
BritoIL_2016__W2.67.SA	SRR2224664;SRR2224260;SRR2224263;SRR2224436;SRR2224443;SRR2224449;SRR2224474;SRR2224479;SRR2227936;SRR2236832;SRR2237743;SRR2243548;SRR2244855;SRR2248630;SRR2236852;SRR2237751;SRR2243850;SRR2244015;SRR2245500;SRR2245608;SRR2245765;SRR2247031
BritoIL_2016__W2.67.ST	SRR2250581;SRR2195794;SRR2195825;SRR2195870;SRR2195873;SRR2195891;SRR2195892;SRR2195900;SRR2195904;SRR2244400;SRR2247109;SRR2193344;SRR2193417;SRR2193423;SRR2193560;SRR2193840;SRR2193954;SRR2194085;SRR2194529
BritoIL_2016__W2.68.SA	SRR2224445;SRR2227353;SRR2237344;SRR2244324;SRR2246990;SRR2236788;SRR2244365;SRR2244759;SRR2244818;SRR2245263;SRR2246363;SRR2248210;SRR2248305
BritoIL_2016__W2.68.ST	SRR2231330;SRR2232000;SRR2231838;SRR2188733;SRR2188736;SRR2188971;SRR2188986;SRR2188988;SRR2189021;SRR2189026;SRR2189045;SRR2191080;SRR2191082;SRR2191124;SRR2191139;SRR2191166;SRR2191441;SRR2191475;SRR2191492
BritoIL_2016__W2.69.SA	SRR2228535;SRR2236834;SRR2243541;SRR2244083;SRR2244232;SRR2244290;SRR2244746;SRR2246498;SRR2247039;SRR2237044;SRR2237311;SRR2237403;SRR2237443;SRR2237597;SRR2237699;SRR2237786;SRR2237808;SRR2237458;SRR2237461;SRR2237505;SRR2237706;SRR2237722
BritoIL_2016__W2.69.ST	SRR2236844;SRR2237359;SRR2244674;SRR2247169;SRR2250582;SRR2250631;SRR2222795;SRR2222804;SRR2222806;SRR2222809;SRR2222827;SRR2222828;SRR2222988;SRR2223057;SRR2227741;SRR2228593
BritoIL_2016__W2.7.ST	SRR2246379;SRR2222552;SRR2222638;SRR2188130;SRR2188132;SRR2188133;SRR2188135;SRR2188136;SRR2188160;SRR2188161;SRR2188162;SRR2193445;SRR2193958;SRR2194060;SRR2194090;SRR2194123;SRR2194131;SRR2194511;SRR2194959
BritoIL_2016__W2.8.SA	SRR2244472;SRR2247111;SRR2223576;SRR2223582;SRR2223593;SRR2223612;SRR2223943;SRR2223981;SRR2224037;SRR2224061;SRR2236885;SRR2243876;SRR2246986
BritoIL_2016__W2.8.ST	SRR2245601;SRR2250235;SRR2245585;SRR2245642;SRR2247567;SRR2248281;SRR2250551;SRR2250647;SRR2237340;SRR2237580;SRR2245499;SRR2249359;SRR2249379;SRR2249402;SRR2249512;SRR2250054
BritoIL_2016__W2.9.ST	SRR2244705;SRR2249257;SRR2249272;SRR2192765;SRR2192832;SRR2193524;SRR2193530;SRR2193554;SRR2193611;SRR2194057;SRR2194993;SRR2187633;SRR2187641;SRR2187658;SRR2187663;SRR2187664;SRR2187681;SRR2187972;SRR2188077
BritoIL_2016__W3.1.SA	SRR2189658;SRR2189686;SRR2189908;SRR2227655;SRR2227769;SRR2227952;SRR2228175;SRR2228343;SRR2237455;SRR2245588;SRR2245766;SRR2248066;SRR2249241;SRR2250249;SRR2250345;SRR2250527;SRR2237541;SRR2244744;SRR2248581;SRR2249203;SRR2249286;SRR2251613
BritoIL_2016__W3.1.ST	SRR2225830;SRR2225848;SRR2225801;SRR2225820;SRR2225823;SRR2225839;SRR2225851;SRR2225856;SRR2226817;SRR2227742;SRR2227760;SRR2228234;SRR2228249;SRR2228436;SRR2228453;SRR2228552
BritoIL_2016__W3.16.SA	SRR2228540;SRR2228791;SRR2243580;SRR2243954;SRR2244340;SRR2243607;SRR2243785;SRR2243843;SRR2243994;SRR2244873;SRR2245660;SRR2246518;SRR2248166
BritoIL_2016__W3.16.ST	SRR2220845;SRR2220863;SRR2221422;SRR2221428;SRR2221431;SRR2221438;SRR2221440;SRR2221443;SRR2245595;SRR2246449;SRR2248681;SRR2249195;SRR2249271;SRR2250524;SRR2225722;SRR2225733
BritoIL_2016__W3.17.ST	SRR2250360;SRR2251636;SRR2246122;SRR2249276;SRR2249593;SRR2250011;SRR2250299;SRR2250461;SRR2250599;SRR2250605;SRR2244513;SRR2244752;SRR2247053;SRR2248167;SRR2249890;SRR2250897
BritoIL_2016__W3.18.ST	SRR2231725;SRR2232418;SRR2236714;SRR2236831;SRR2237464;SRR2237515;SRR2237629;SRR2237731;SRR2246454;SRR2247104;SRR2236709;SRR2236855;SRR2244590;SRR2247118;SRR2249227;SRR2250634
BritoIL_2016__W3.19.SA	SRR2187401;SRR2187418;SRR2187453;SRR2222089;SRR2222126;SRR2222222;SRR2222363;SRR2222368;SRR2246543;SRR2246814;SRR2249311;SRR2249243;SRR2249237;SRR2250401;SRR2223605;SRR2224056;SRR2224057;SRR2227652;SRR2228202;SRR2228538;SRR2228758;SRR2228809
BritoIL_2016__W3.19.ST	SRR2250607;SRR2225728;SRR2228252;SRR2198964;SRR2199456;SRR2199599;SRR2199600;SRR2199635;SRR2199646;SRR2199660;SRR2199673;SRR2189663;SRR2189678;SRR2189699;SRR2189704;SRR2189898;SRR2189938;SRR2189953;SRR2189956
BritoIL_2016__W3.20.SA	SRR2243479;SRR2244010;SRR2244741;SRR2245603;SRR2243818;SRR2243542;SRR2243460;SRR2247330;SRR2188670;SRR2188672;SRR2188679;SRR2223603;SRR2223747;SRR2224002;SRR2224051;SRR2224058;SRR2244187;SRR2244312;SRR2244390;SRR2244411;SRR2247941;SRR2249189
BritoIL_2016__W3.20.ST	SRR2227576;SRR2249291;SRR2250097;SRR2193416;SRR2193602;SRR2193646;SRR2193769;SRR2193843;SRR2193924;SRR2193941;SRR2193433;SRR2188779;SRR2188975;SRR2188979;SRR2189002;SRR2189027;SRR2189039;SRR2189040;SRR2189042
BritoIL_2016__W3.21.ST	SRR2244820;SRR2198958;SRR2199621;SRR2199677;SRR2199628;SRR2199451;SRR2199450;SRR2198970;SRR2198953;SRR2189660;SRR2189662;SRR2189706;SRR2189707;SRR2189888;SRR2189896;SRR2189918;SRR2189924;SRR2250254;SRR2251654
BritoIL_2016__W3.22.SA	SRR2244384;SRR2244679;SRR2246098;SRR2246381;SRR2247177;SRR2249258;SRR2249426;SRR2250438;SRR2237625;SRR2244325;SRR2245676;SRR2245964;SRR2248430;SRR2249239;SRR2249333;SRR2250265;SRR2249265;SRR2250041;SRR2250353;SRR2250488;SRR2250539;SRR2250665
BritoIL_2016__W3.22.ST	SRR2231754;SRR2247179;SRR2250308;SRR2188209;SRR2188418;SRR2188454;SRR2188457;SRR2188458;SRR2188464;SRR2188489;SRR2188521;SRR2192778;SRR2192818;SRR2193407;SRR2193435;SRR2193812;SRR2193825;SRR2193865;SRR2194865
BritoIL_2016__W3.23.SA	SRR2236866;SRR2246255;SRR2243796;SRR2244366;SRR2244748;SRR2237581;SRR2237773;SRR2243610;SRR2243676;SRR2243684;SRR2246347;SRR2246369;SRR2249172
BritoIL_2016__W3.23.ST	SRR2222822;SRR2222829;SRR2222913;SRR2223027;SRR2223101;SRR2223103;SRR2226822;SRR2227647;SRR2228049;SRR2228433;SRR2228506;SRR2228507;SRR2228781;SRR2228818;SRR2246947;SRR2247124
BritoIL_2016__WL.1.SA	SRR2244816;SRR2245490;SRR2249166;SRR2249299;SRR2249364;SRR2249529;SRR2250114;SRR2250442;SRR2244339;SRR2244478;SRR2247752;SRR2248006;SRR2248231;SRR2250010;SRR2189675;SRR2226497;SRR2226748;SRR2226770;SRR2226793;SRR2227328;SRR2227377;SRR2227381
BritoIL_2016__WL.1.ST	SRR2245886;SRR2250657;SRR2225699;SRR2225715;SRR2225720;SRR2225723;SRR2225725;SRR2225730;SRR2225734;SRR2225745;SRR2237016;SRR2247721;SRR2248223;SRR2249509;SRR2250516;SRR2250942
BritoIL_2016__WL.10.SA	SRR2227632;SRR2227964;SRR2228153;SRR2228528
BritoIL_2016__WL.10.ST	SRR2223198;SRR2223207;SRR2223495;SRR2227861
BritoIL_2016__WL.11.SA	SRR2226496;SRR2226743;SRR2226756;SRR2226775;SRR2226779;SRR2226786;SRR2227375;SRR2227393;SRR2243578;SRR2243634;SRR2243694;SRR2243722;SRR2243816;SRR2243845;SRR2245633;SRR2246250;SRR2243575;SRR2243654;SRR2244208;SRR2245634;SRR2247181;SRR2247621
BritoIL_2016__WL.11.ST	SRR2245648;SRR2249283;SRR2249880;SRR2250281;SRR2250521;SRR2251618;SRR2244443;SRR2248216;SRR2249187;SRR2249327;SRR2249363;SRR2250354;SRR2250356;SRR2250542;SRR2226818;SRR2228635
BritoIL_2016__WL.12.SA	SRR2223666;SRR2223668;SRR2223922;SRR2248291;SRR2248517;SRR2227349;SRR2227588;SRR2227982;SRR2228129;SRR2228197;SRR2228421;SRR2228761;SRR2228823
BritoIL_2016__WL.12.ST	SRR2244426;SRR2245609;SRR2247142;SRR2250275;SRR2250380;SRR2250530;SRR2228047;SRR2228219;SRR2226875;SRR2227392;SRR2228031;SRR2228422;SRR2228518;SRR2228543;SRR2228677;SRR2228738
BritoIL_2016__WL.13.SA	SRR2243866;SRR2244653;SRR2246270;SRR2223572;SRR2223674;SRR2236720;SRR2236830;SRR2244432;SRR2244487;SRR2244656;SRR2245124;SRR2246353;SRR2247147
BritoIL_2016__WL.13.ST	SRR2225825;SRR2225882;SRR2246435;SRR2249317;SRR2250465;SRR2250537;SRR2251345;SRR2251629;SRR2231322;SRR2231731;SRR2231749;SRR2231773;SRR2231810;SRR2231811;SRR2232327;SRR2232430
BritoIL_2016__WL.14.ST	SRR2245639;SRR2249391;SRR2220844;SRR2221198;SRR2221200;SRR2221202;SRR2221204;SRR2221425;SRR2221435;SRR2221444;SRR2247020;SRR2248401;SRR2250572;SRR2251602;SRR2251623;SRR2251635
BritoIL_2016__WL.15.SA	SRR2243741;SRR2244037;SRR2243621;SRR2243855;SRR2243959;SRR2244402;SRR2244672;SRR2246333;SRR2247139;SRR2247167;SRR2243430;SRR2243999;SRR2246429
BritoIL_2016__WL.15.ST	SRR2227943;SRR2228614;SRR2227559;SRR2227735;SRR2227850;SRR2227913;SRR2228019;SRR2228502;SRR2228762;SRR2228806;SRR2236815;SRR2244379;SRR2248163;SRR2249394;SRR2250433;SRR2250624
BritoIL_2016__WL.17.SA	SRR2223594;SRR2223677;SRR2243449;SRR2244234;SRR2244668;SRR2247525;SRR2247917;SRR2248230;SRR2248386;SRR2248751;SRR2236400;SRR2236847;SRR2237777
BritoIL_2016__WL.17.ST	SRR2244466;SRR2244652;SRR2245481;SRR2245668;SRR2246276;SRR2250049;SRR2247046;SRR2250565;SRR2225704;SRR2225713;SRR2225721;SRR2225727;SRR2225729;SRR2225739;SRR2225742;SRR2225746
BritoIL_2016__WL.2.SA	SRR2228721;SRR2246411;SRR2248007;SRR2248561;SRR2248894;SRR2249167;SRR2231819;SRR2236710;SRR2236757;SRR2236787;SRR2236792;SRR2236854;SRR2237473;SRR2237779;SRR2243751;SRR2244020;SRR2244211;SRR2244526;SRR2244650;SRR2248954;SRR2244800;SRR2243407
BritoIL_2016__WL.2.ST	SRR2225714;SRR2246808;SRR2249208;SRR2192750;SRR2193931;SRR2193963;SRR2193976;SRR2194644;SRR2194808;SRR2194928;SRR2194938;SRR2187634;SRR2187639;SRR2187666;SRR2188032;SRR2188050;SRR2188074;SRR2188076;SRR2188085
BritoIL_2016__WL.20.SA	SRR2223591;SRR2223707;SRR2237301;SRR2237695;SRR2237768;SRR2237427;SRR2237650;SRR2237774;SRR2243458;SRR2243834;SRR2244286;SRR2244363;SRR2246352
BritoIL_2016__WL.20.ST	SRR2227388;SRR2227604;SRR2220822;SRR2220831;SRR2220846;SRR2221199;SRR2221201;SRR2221436;SRR2221437;SRR2221441;SRR2222397;SRR2222405;SRR2222423;SRR2222424;SRR2222588;SRR2222621
BritoIL_2016__WL.25.SA	SRR2245569;SRR2249174;SRR2247174;SRR2248816;SRR2243452;SRR2243497;SRR2243877;SRR2244019;SRR2244433;SRR2245468;SRR2245522;SRR2247152;SRR2248266
BritoIL_2016__WL.25.ST	SRR2244710;SRR2244892;SRR2246094;SRR2247082;SRR2250398;SRR2250437;SRR2250533;SRR2250620;SRR2249255;SRR2251604;SRR2221914;SRR2221917;SRR2221960;SRR2222136;SRR2222203;SRR2222364
BritoIL_2016__WL.26.SA	SRR2243953;SRR2245531;SRR2245498;SRR2246340;SRR2246428;SRR2243864;SRR2243963;SRR2244388;SRR2244804;SRR2246309;SRR2246380;SRR2244428;SRR2246880
BritoIL_2016__WL.26.ST	SRR2250545;SRR2251670;SRR2237439;SRR2244783;SRR2247067;SRR2248304;SRR2249059;SRR2249345;SRR2247083;SRR2247593;SRR2249285;SRR2249846;SRR2250006;SRR2250506;SRR2251621;SRR2251624
BritoIL_2016__WL.28.SA	SRR2245663;SRR2247875;SRR2243526;SRR2244493;SRR2246262;SRR2236817;SRR2236825;SRR2237476;SRR2243506;SRR2243585;SRR2244517;SRR2245806;SRR2246413
BritoIL_2016__WL.28.ST	SRR2225821;SRR2225833;SRR2244717;SRR2244792;SRR2244863;SRR2248310;SRR2250324;SRR2250369;SRR2231324;SRR2231354;SRR2231689;SRR2231716;SRR2232185;SRR2232391;SRR2232427;SRR2232431
BritoIL_2016__WL.3.ST	SRR2244460;SRR2244471;SRR2245767;SRR2249269;SRR2249319;SRR2250610;SRR2250625;SRR2251405;SRR2227633;SRR2227880;SRR2236850;SRR2244351;SRR2245453;SRR2245510;SRR2249242;SRR2249516
BritoIL_2016__WL.30.SA	SRR2243924;SRR2246426;SRR2237677;SRR2243494;SRR2244153;SRR2244233;SRR2244451;SRR2244686;SRR2247025;SRR2248244;SRR2245597;SRR2245656;SRR2246290
BritoIL_2016__WL.30.ST	SRR2247128;SRR2247132;SRR2222807;SRR2222808;SRR2222831;SRR2222832;SRR2222851;SRR2223026;SRR2223060;SRR2223075;SRR2247874;SRR2248858;SRR2249191;SRR2250319;SRR2250377;SRR2250450
BritoIL_2016__WL.32.SA	SRR2237325;SRR2245503;SRR2243904;SRR2246455;SRR2247528;SRR2226819;SRR2226954;SRR2227623;SRR2227960;SRR2228205;SRR2228293;SRR2228397;SRR2228793
BritoIL_2016__WL.32.ST	SRR2248190;SRR2249219;SRR2227857;SRR2228284;SRR2228287;SRR2228572;SRR2228580;SRR2228779;SRR2244341;SRR2247055;SRR2249343;SRR2250338;SRR2250585;SRR2250854;SRR2251076;SRR2251580
BritoIL_2016__WL.33.SA	SRR2244711;SRR2243614;SRR2243938;SRR2245645;SRR2246446;SRR2247945;SRR2236746;SRR2236858;SRR2243545;SRR2243567;SRR2243842;SRR2245683;SRR2248402;SRR2248824;SRR2236716;SRR2236730;SRR2236769;SRR2236971;SRR2237578;SRR2237640;SRR2237672;SRR2237803
BritoIL_2016__WL.33.ST	SRR2228345;SRR2228773;SRR2222786;SRR2222816;SRR2222821;SRR2222823;SRR2222826;SRR2223042;SRR2223120;SRR2223141;SRR2246247;SRR2246433;SRR2249349;SRR2249410;SRR2250373;SRR2250449
BritoIL_2016__WL.34.SA	SRR2193938;SRR2194054;SRR2244950;SRR2248196;SRR2250480;SRR2250485;SRR2249395;SRR2249185;SRR2244998;SRR2247759;SRR2249416;SRR2249419;SRR2250400;SRR2250403;SRR2250469;SRR2250589;SRR2236763;SRR2237045;SRR2237587;SRR2244459;SRR2246321;SRR2249260
BritoIL_2016__WL.34.ST	SRR2244393;SRR2250409;SRR2245472;SRR2247035;SRR2248246;SRR2249213;SRR2249413;SRR2250586;SRR2251281;SRR2251498;SRR2227621;SRR2228213;SRR2228579;SRR2228756;SRR2228775;SRR2228578
BritoIL_2016__WL.35.SA	SRR2223673;SRR2223709;SRR2224045;SRR2223615;SRR2224040;SRR2236733;SRR2236737;SRR2236878;SRR2237398;SRR2237467;SRR2237503;SRR2237642;SRR2237666
BritoIL_2016__WL.35.ST	SRR2250276;SRR2250350;SRR2226951;SRR2227894;SRR2227898;SRR2228529;SRR2228722;SRR2228812;SRR2226902;SRR2226907;SRR2226909;SRR2227569;SRR2227786;SRR2227824;SRR2227956;SRR2228315
BritoIL_2016__WL.36.SA	SRR2228482;SRR2231105;SRR2231724;SRR2231741;SRR2236707;SRR2237568;SRR2237648;SRR2237668;SRR2237696;SRR2228301;SRR2228314;SRR2228317;SRR2228366;SRR2228297;SRR2243527;SRR2243962;SRR2243979;SRR2244023;SRR2244375;SRR2244673;SRR2244798;SRR2247041
BritoIL_2016__WL.36.ST	SRR2249312;SRR2250948;SRR2245561;SRR2247360;SRR2249190;SRR2249632;SRR2250351;SRR2250587;SRR2250806;SRR2251500;SRR2221958;SRR2222181;SRR2222236;SRR2222372;SRR2222373;SRR2222385
BritoIL_2016__WL.37.SA	SRR2244309;SRR2246453;SRR2236759;SRR2237353;SRR2237430;SRR2243475;SRR2243478;SRR2243528;SRR2243835;SRR2243928;SRR2243941;SRR2244198;SRR2245600
BritoIL_2016__WL.37.ST	SRR2222399;SRR2222421;SRR2220853;SRR2220881;SRR2221420;SRR2221424;SRR2221430;SRR2220884;SRR2221434;SRR2221433;SRR2227542;SRR2228152;SRR2228209;SRR2228581;SRR2228045;SRR2227945
BritoIL_2016__WL.39.SA	SRR2224473;SRR2228585;SRR2228790;SRR2244754;SRR2246258;SRR2224265;SRR2227563;SRR2228424;SRR2228517;SRR2228571;SRR2228601;SRR2228718;SRR2228819
BritoIL_2016__WL.39.ST	SRR2228226;SRR2228554;SRR2236448;SRR2236778;SRR2237366;SRR2249328;SRR2251642;SRR2251639;SRR2245523;SRR2244385;SRR2221967;SRR2221968;SRR2222084;SRR2222314;SRR2222361;SRR2222384
BritoIL_2016__WL.43.SA	SRR2243905;SRR2243955;SRR2244322;SRR2244833;SRR2245986;SRR2247022;SRR2247117;SRR2247165;SRR2243848;SRR2244742;SRR2244835;SRR2244209;SRR2247650
BritoIL_2016__WL.43.ST	SRR2231332;SRR2231698;SRR2231736;SRR2231767;SRR2231799;SRR2231813;SRR2231821;SRR2232138;SRR2245189;SRR2249400;SRR2244753;SRR2246447;SRR2250567;SRR2250577;SRR2251282;SRR2251645
BritoIL_2016__WL.44.SA	SRR2228194;SRR2228499;SRR2228521;SRR2228576
BritoIL_2016__WL.44.ST	SRR2223229;SRR2223242;SRR2223418;SRR2223515
BritoIL_2016__WL.45.SA	SRR2243383;SRR2243808;SRR2245649;SRR2246156;SRR2246184;SRR2246415;SRR2248215;SRR2248280;SRR2245650;SRR2246362;SRR2237641;SRR2237675;SRR2237769
BritoIL_2016__WL.45.ST	SRR2228307;SRR2228377;SRR2237395;SRR2237453;SRR2245299;SRR2245550;SRR2246358;SRR2248199;SRR2249026;SRR2250451;SRR2245993;SRR2248161;SRR2248370;SRR2249309;SRR2249431;SRR2250746
BritoIL_2016__WL.5.SA	SRR2243948;SRR2247289;SRR2244032;SRR2244684;SRR2246988;SRR2221971;SRR2221973;SRR2222083;SRR2222370;SRR2222383;SRR2222390;SRR2222391;SRR2222396
BritoIL_2016__WL.5.ST	SRR2246442;SRR2249384;SRR2249434;SRR2249510;SRR2250412;SRR2250492;SRR2250358;SRR2250446;SRR2244528;SRR2246263;SRR2248924;SRR2249388;SRR2250312;SRR2251275;SRR2251633;SRR2251669
BritoIL_2016__WL.7.ST	SRR2231738;SRR2231786;SRR2237417;SRR2237441;SRR2237445;SRR2237469;SRR2237772;SRR2237806;SRR2237810;SRR2250252;SRR2236774;SRR2237788;SRR2244801;SRR2250510;SRR2250578;SRR2251105
BritoIL_2016__WL.8.SA	SRR2226385;SRR2226398;SRR2226423;SRR2226453
BritoIL_2016__WL.8.ST	SRR2244733;SRR2245052;SRR2250411;SRR2250454
BritoIL_2016__WL.9.SA	SRR2246373;SRR2249236;SRR2249275;SRR2251643
BritoIL_2016__WL.9.ST	SRR2227557;SRR2227650;SRR2228689;SRR2228802
Castro-NallarE_2015__ES_001	SRR1519058
Castro-NallarE_2015__ES_007	SRR1519059
Castro-NallarE_2015__ES_010	SRR1519060
Castro-NallarE_2015__ES_014	SRR1519061
Castro-NallarE_2015__ES_017	SRR1519071
Castro-NallarE_2015__ES_019	SRR1519072
Castro-NallarE_2015__ES_024	SRR1519073
Castro-NallarE_2015__ES_043	SRR1519075
Castro-NallarE_2015__ES_046	SRR1519076
Castro-NallarE_2015__ES_048	SRR1519077
Castro-NallarE_2015__ES_069	SRR1518393;SRR1518410
Castro-NallarE_2015__ES_080	SRR1519078
Castro-NallarE_2015__ES_088	SRR1518476
Castro-NallarE_2015__ES_089	SRR1518536
Castro-NallarE_2015__ES_095	SRR1518998
Castro-NallarE_2015__ES_099	SRR1519031
Castro-NallarE_2015__ES_104	SRR1519044
Castro-NallarE_2015__ES_106	SRR1519045
Castro-NallarE_2015__ES_107	SRR1519046
Castro-NallarE_2015__ES_108	SRR1519079
Castro-NallarE_2015__ES_110	SRR1519047
Castro-NallarE_2015__ES_114	SRR1519048
Castro-NallarE_2015__ES_116	SRR1519080
Castro-NallarE_2015__ES_132	SRR1519082
Castro-NallarE_2015__ES_137	SRR1519083
Castro-NallarE_2015__ES_147	SRR1519084
Castro-NallarE_2015__ES_158	SRR1519049
Castro-NallarE_2015__ES_207	SRR1519050
Castro-NallarE_2015__ES_208	SRR1519052
Castro-NallarE_2015__ES_209	SRR1519055
Castro-NallarE_2015__ES_210	SRR1519056
Castro-NallarE_2015__ES_211	SRR1519057
ChengpingW_2017__AS100raw	SRR5279313
ChengpingW_2017__AS101raw	SRR5279222
ChengpingW_2017__AS103raw	SRR5279312
ChengpingW_2017__AS104raw	SRR5279311
ChengpingW_2017__AS105raw	SRR5279221
ChengpingW_2017__AS106raw	SRR5279220
ChengpingW_2017__AS108raw	SRR5279219
ChengpingW_2017__AS109raw	SRR5279310
ChengpingW_2017__AS10raw	SRR5279239
ChengpingW_2017__AS111raw	SRR5279309
ChengpingW_2017__AS113raw	SRR5279307
ChengpingW_2017__AS114raw	SRR5279306
ChengpingW_2017__AS115raw	SRR5279305
ChengpingW_2017__AS116raw	SRR5279304
ChengpingW_2017__AS117raw	SRR5279303
ChengpingW_2017__AS119raw	SRR5279302
ChengpingW_2017__AS11raw	SRR5279308
ChengpingW_2017__AS120raw	SRR5279301
ChengpingW_2017__AS121raw	SRR5279300
ChengpingW_2017__AS122raw	SRR5279299
ChengpingW_2017__AS123raw	SRR5279298
ChengpingW_2017__AS126raw	SRR5279218
ChengpingW_2017__AS127raw	SRR5279297
ChengpingW_2017__AS128raw	SRR5279296
ChengpingW_2017__AS12raw	SRR5279238
ChengpingW_2017__AS130raw	SRR5279217
ChengpingW_2017__AS131raw	SRR5279295
ChengpingW_2017__AS132raw	SRR5279294
ChengpingW_2017__AS133raw	SRR5279293
ChengpingW_2017__AS134raw	SRR5279292
ChengpingW_2017__AS136raw	SRR5279291
ChengpingW_2017__AS137raw	SRR5279290
ChengpingW_2017__AS138raw	SRR5279289
ChengpingW_2017__AS15raw	SRR5279288
ChengpingW_2017__AS17raw	SRR5279287
ChengpingW_2017__AS18raw	SRR5279286
ChengpingW_2017__AS19raw	SRR5279285
ChengpingW_2017__AS20raw	SRR5279284
ChengpingW_2017__AS21raw	SRR5279283
ChengpingW_2017__AS22raw	SRR5279281
ChengpingW_2017__AS24raw	SRR5279237
ChengpingW_2017__AS25raw	SRR5279280
ChengpingW_2017__AS26raw	SRR5279279
ChengpingW_2017__AS28raw	SRR5279236
ChengpingW_2017__AS29raw	SRR5279278
ChengpingW_2017__AS2raw	SRR5279282
ChengpingW_2017__AS31raw	SRR5279277
ChengpingW_2017__AS34raw	SRR5279275
ChengpingW_2017__AS35raw	SRR5279235
ChengpingW_2017__AS36raw	SRR5279274
ChengpingW_2017__AS37raw	SRR5279273
ChengpingW_2017__AS38raw	SRR5279272
ChengpingW_2017__AS3raw	SRR5279276
ChengpingW_2017__AS40raw	SRR5279271
ChengpingW_2017__AS41raw	SRR5279234
ChengpingW_2017__AS42raw	SRR5279269
ChengpingW_2017__AS43raw	SRR5279268
ChengpingW_2017__AS45raw	SRR5279267
ChengpingW_2017__AS46raw	SRR5279266
ChengpingW_2017__AS48raw	SRR5279233
ChengpingW_2017__AS49raw	SRR5279232
ChengpingW_2017__AS4raw	SRR5279270
ChengpingW_2017__AS50raw	SRR5279265
ChengpingW_2017__AS51raw	SRR5279264
ChengpingW_2017__AS54raw	SRR5279262
ChengpingW_2017__AS56raw	SRR5279261
ChengpingW_2017__AS57raw	SRR5279260
ChengpingW_2017__AS58raw	SRR5279259
ChengpingW_2017__AS5raw	SRR5279263
ChengpingW_2017__AS61raw	SRR5279231
ChengpingW_2017__AS62raw	SRR5279257
ChengpingW_2017__AS63raw	SRR5279256
ChengpingW_2017__AS64raw	SRR5279230
ChengpingW_2017__AS65raw	SRR5279255
ChengpingW_2017__AS66raw	SRR5279254
ChengpingW_2017__AS67raw	SRR5279229
ChengpingW_2017__AS68raw	SRR5279253
ChengpingW_2017__AS6raw	SRR5279258
ChengpingW_2017__AS71raw	SRR5279252
ChengpingW_2017__AS73raw	SRR5279251
ChengpingW_2017__AS74raw	SRR5279250
ChengpingW_2017__AS76raw	SRR5279228
ChengpingW_2017__AS77raw	SRR5279249
ChengpingW_2017__AS78raw	SRR5279227
ChengpingW_2017__AS79raw	SRR5279226
ChengpingW_2017__AS80raw	SRR5279248
ChengpingW_2017__AS81raw	SRR5279225
ChengpingW_2017__AS82raw	SRR5279247
ChengpingW_2017__AS84raw	SRR5279246
ChengpingW_2017__AS90raw	SRR5279224
ChengpingW_2017__AS92raw	SRR5279223
ChengpingW_2017__AS94raw	SRR5279245
ChengpingW_2017__AS96raw	SRR5279244
ChengpingW_2017__AS97raw	SRR5279243
ChengpingW_2017__AS98raw	SRR5279242
ChengpingW_2017__AS99raw	SRR5279241
ChengpingW_2017__AS9raw	SRR5279240
ChngKR_2016__WBE003	SRR1950743
ChngKR_2016__WBE004	SRR1950744
ChngKR_2016__WBE005	SRR1950713
ChngKR_2016__WBE006	SRR1950714
ChngKR_2016__WBE007	SRR1950715
ChngKR_2016__WBE008	SRR1950716
ChngKR_2016__WBE009	SRR1950745
ChngKR_2016__WBE010	SRR1950746
ChngKR_2016__WBE011	SRR1950747
ChngKR_2016__WBE012	SRR1950748
ChngKR_2016__WBE013	SRR1950749
ChngKR_2016__WBE014	SRR1950750
ChngKR_2016__WBE015	SRR1950751
ChngKR_2016__WBE016	SRR1950752
ChngKR_2016__WBE017	SRR1950717
ChngKR_2016__WBE018	SRR1950718
ChngKR_2016__WBE019	SRR1950719
ChngKR_2016__WBE020	SRR1950720
ChngKR_2016__WBE021	SRR1950753
ChngKR_2016__WBE022	SRR1950754
ChngKR_2016__WBE023	SRR1950755
ChngKR_2016__WBE024	SRR1950756
ChngKR_2016__WBE026	SRR1950757
ChngKR_2016__WBE027	SRR1950758
ChngKR_2016__WBE028	SRR1950759
ChngKR_2016__WBE029	SRR1950760
ChngKR_2016__WBE030	SRR1950761
ChngKR_2016__WBE031	SRR1950762
ChngKR_2016__WBE032	SRR1950763
ChngKR_2016__WBE033	SRR1950764
ChngKR_2016__WBE034	SRR1950765
ChngKR_2016__WBE035	SRR1950766
ChngKR_2016__WBE036	SRR1950767
ChngKR_2016__WBE037	SRR1950768
ChngKR_2016__WBE038	SRR1950769
ChngKR_2016__WBE039	SRR1950770
ChngKR_2016__WBE040	SRR1950771
ChngKR_2016__WBE041	SRR1950772
ChngKR_2016__WBE042	SRR1950790
ChngKR_2016__WBE043	SRR1950791
ChngKR_2016__WBE044	SRR1950773
ChngKR_2016__WBE045	SRR1950774
ChngKR_2016__WBE046	SRR1950775
ChngKR_2016__WBE047	SRR1950776
ChngKR_2016__WBE048	SRR1950777
ChngKR_2016__WBE049	SRR1950778
ChngKR_2016__WBS012	SRR1950782
ChngKR_2016__WBS013	SRR1950783
ChngKR_2016__WBS014	SRR1950784
ChngKR_2016__WBS015	SRR1950785
